cajas;marcas;CLIENTES;VTAS;GRUPO
7;42;287;434;3
7;35;189;238;3
28;336;1638;1736;1
7;28;126;189;3
7;112;567;623;3
7;63;140;161;3
7;42;105;224;3
7;28;84;539;3
7;252;1022;1519;1
14;203;973;1127;2
14;140;854;1351;2
7;42;147;308;3
21;399;2856;4193;1
7;42;140;399;3
7;49;133;343;3
7;63;245;644;3
7;105;294;609;3
7;70;203;378;3
21;56;217;455;2
7;35;119;315;3
21;196;1309;1687;1
14;126;595;1400;1
14;77;308;413;3
14;91;238;336;3
28;196;1099;1589;1
7;63;224;588;3
21;245;1141;1330;2
21;98;469;1778;2
14;161;707;2268;2
0;0;0;0;3
14;210;1029;1099;2
14;77;266;364;2
7;182;539;462;3
21;280;1813;2779;1
14;119;595;511;2
21;196;714;945;2
21;245;1190;2380;1
7;42;140;238;3
7;147;602;966;3
7;49;140;231;3
21;245;1358;1855;1
7;133;644;1120;3
7;140;350;385;3
21;98;525;756;2
14;203;1141;1526;1
14;91;224;259;2
7;161;889;1393;3
21;63;273;1078;2
14;63;280;273;3
7;98;336;1204;3
7;105;504;1953;3
7;42;140;84;3
21;434;3017;4403;1
14;231;1141;1288;2
7;21;56;126;3
21;273;1841;2793;1
7;42;413;931;3
14;161;819;1148;2
21;259;1708;2856;1
21;133;511;742;2
14;35;91;147;3
7;7;28;189;3
7;175;805;1575;3
14;203;938;1295;2
7;259;1533;1869;1
14;161;658;791;2
14;84;273;343;3
14;147;952;2058;2
14;84;441;1491;2
14;14;63;315;3
7;168;574;735;3
7;49;189;147;3
7;49;147;161;3
14;42;112;154;3
7;56;133;224;3
28;217;1064;1218;2
7;182;588;567;3
14;98;252;553;2
7;112;539;623;3
7;7;35;35;3
14;238;2072;4515;1
28;98;455;581;2
7;35;182;469;3
7;49;406;644;3
28;238;1435;2226;1
14;238;882;1246;2
7;77;238;427;3
14;189;994;1267;2
14;42;154;469;3
21;126;483;539;2
14;294;1715;2135;1
7;56;196;714;3
14;301;1631;2828;1
14;147;504;1358;2
35;161;770;1225;1
21;238;1421;1960;1
14;70;315;434;2
21;161;714;1120;2
7;112;483;742;3
7;35;105;70;3
14;182;1183;3297;1
7;105;287;581;3
21;252;1232;2338;2
21;266;1162;2548;1
7;119;357;434;3
21;210;1253;1533;1
7;0;0;0;3
21;98;301;448;2
7;259;1554;2765;1
7;182;672;889;3
14;147;574;819;2
21;273;1281;1358;2
7;406;2779;4970;1
14;273;1323;3227;1
14;210;889;1134;2
7;126;462;602;3
14;84;308;399;3
21;56;308;350;3
14;119;658;1015;2
14;112;588;693;2
28;322;1953;2590;1
28;273;1414;2268;1
14;42;147;231;2
14;224;966;966;2
21;161;546;756;2
21;119;567;770;2
21;245;1463;1624;1
7;112;434;504;3
14;98;462;1400;2
7;147;630;1610;3
14;140;497;798;2
35;140;665;994;1
28;329;2408;3402;1
7;56;217;1120;3
21;259;1540;2170;1
7;182;539;490;3
14;77;301;665;2
0;7;14;14;3
14;133;539;1631;1
14;238;1008;1015;2
21;182;938;1386;2
14;91;518;700;2
0;119;462;1190;3
14;140;434;735;2
7;133;378;441;3
7;35;126;273;3
7;56;329;679;3
28;252;1568;2121;1
14;56;238;637;2
7;70;343;448;3
21;168;777;917;2
14;329;1897;2093;1
7;84;336;350;3
21;196;1162;1547;1
14;259;868;35;3
0;21;42;56;3
7;42;189;210;3
7;84;434;1330;3
28;231;1456;2828;1
14;98;266;245;2
21;245;1393;1666;1
7;161;812;1253;2
7;91;210;245;3
14;133;518;910;2
7;217;861;826;3
28;322;2135;3563;1
7;287;1554;2611;1
14;322;1666;2590;1
14;196;987;1393;2
7;245;1085;1883;3
7;287;1540;2555;1
21;294;2030;3703;1
14;308;2002;3346;1
7;217;952;1435;3
14;273;1694;2576;1
21;280;1603;6230;1
21;238;910;910;2
7;259;1701;2289;1
7;175;763;770;3
21;231;1169;1449;1
14;133;679;679;2
21;203;1148;4494;2
28;266;1680;2282;1
14;133;490;413;3
7;84;315;385;3
21;308;1890;2884;1
21;182;826;1645;1
14;77;497;1372;1
7;35;98;133;3
35;119;329;616;1
14;217;1330;1792;1
7;182;763;903;3
21;154;525;532;2
21;224;882;938;2
7;70;217;462;3
7;119;497;504;3
42;154;798;1225;1
7;105;350;805;3
7;14;49;133;3
7;21;70;161;3
7;182;1183;1904;1
14;126;406;420;2
21;168;1078;1379;2
7;182;805;1281;3
14;280;1421;2205;1
7;84;273;371;3
7;140;588;511;3
21;196;763;826;2
7;35;189;224;3
14;70;315;861;3
14;28;105;91;3
14;161;434;532;2
7;168;840;1176;3
14;140;476;329;3
7;35;217;231;3
14;294;2030;4389;1
14;112;462;539;2
7;56;161;287;3
7;56;224;266;3
7;91;224;399;3
14;140;721;1435;1
7;210;980;1330;3
21;126;735;1204;2
14;231;1386;2261;1
28;175;833;1008;2
7;63;175;448;3
7;91;308;504;3
28;161;1071;3199;1
7;189;686;847;3
21;315;2247;4088;1
21;238;1127;1421;1
7;147;504;427;3
7;112;301;259;3
21;287;2156;3479;1
14;112;455;462;2
14;154;1022;1617;1
7;28;70;119;3
14;175;812;903;2
14;112;329;588;2
21;112;525;686;2
21;112;679;812;2
7;63;196;161;3
21;147;1141;3136;1
7;224;1204;1645;1
7;287;1281;3108;1
14;140;504;581;2
7;7;28;84;3
14;112;301;399;3
7;154;595;623;3
14;133;364;595;2
14;189;714;686;2
14;413;3080;7196;1
7;112;350;980;3
28;203;1015;1295;2
14;161;1099;1785;1
7;175;1106;1771;1
35;182;1106;2772;1
14;119;707;1183;2
14;21;56;98;3
14;182;679;896;2
7;77;203;266;3
21;280;1687;2114;1
7;84;357;560;3
14;84;441;574;2
21;63;280;518;2
7;217;1043;1127;3
7;70;224;245;3
14;112;245;966;3
21;98;511;756;2
7;70;294;1001;3
28;203;1029;1239;2
21;175;833;1106;2
14;98;343;511;3
21;91;441;812;2
21;231;1456;2275;1
0;168;700;1421;3
7;196;1064;1484;1
21;308;1757;3514;1
14;168;903;1477;1
7;70;168;224;3
0;98;385;644;3
14;133;798;1085;2
14;168;896;1176;2
14;21;91;119;2
7;273;1001;1218;3
21;175;917;826;2
7;105;511;973;3
7;49;140;231;3
7;70;154;238;3
0;70;161;259;3
7;112;392;532;3
7;140;952;1897;3
21;49;217;273;3
14;112;756;1267;2
7;126;483;658;3
21;91;350;378;3
14;259;1155;1449;2
7;105;287;406;3
7;56;147;203;3
7;49;189;315;3
7;70;245;441;3
7;161;644;791;3
21;266;1477;4242;1
14;161;952;1260;2
14;105;364;413;3
7;49;203;567;3
21;231;1064;1323;2
7;77;224;266;3
21;392;1946;1694;1
7;203;686;938;3
21;273;1505;1862;1
14;35;147;651;3
7;112;483;1568;3
14;294;1890;4459;1
7;84;280;658;3
14;168;735;721;2
14;126;679;749;2
7;70;161;462;3
14;308;1547;1946;1
7;231;1099;1239;3
21;112;336;658;2
14;98;721;1386;1
14;196;630;1582;2
14;84;539;994;2
7;42;126;742;3
7;56;217;630;3
7;91;546;1344;3
14;49;315;413;2
28;364;2499;3535;1
7;105;308;469;3
7;336;2317;3507;1
7;63;203;420;3
7;182;812;1015;3
21;147;1358;1904;1
14;182;910;987;2
7;189;791;1337;3
14;42;140;105;2
7;42;119;182;3
7;224;1351;1589;3
21;301;1358;1701;1
21;210;1407;1862;1
21;140;1022;1610;1
0;21;49;77;3
21;203;910;1120;2
14;105;399;875;2
14;161;588;1078;1
7;14;42;189;3
14;161;952;1463;2
7;112;280;441;3
21;224;1057;1141;2
7;84;273;301;3
21;196;924;1239;2
14;196;840;2954;2
21;329;2163;5026;1
14;189;511;637;2
7;49;210;721;3
7;91;378;392;3
21;245;1113;1274;2
21;49;210;350;2
14;63;420;623;2
21;154;910;1456;1
7;0;0;0;3
21;301;1925;2821;1
14;182;882;1134;2
21;315;1967;2681;1
7;63;140;203;3
21;182;812;1645;1
21;119;329;483;2
7;238;1008;1925;3
7;7;105;399;3
7;112;357;1400;3
35;217;1484;3472;1
7;301;1323;1708;1
21;294;1820;6307;1
14;238;924;952;2
35;238;1498;1827;1
21;126;889;1855;1
21;112;595;658;2
14;119;329;567;2
7;84;238;357;3
14;238;1316;1736;2
7;224;959;1470;1
14;147;455;448;2
7;28;126;329;3
14;224;1071;1498;2
7;98;399;497;3
21;217;924;1358;2
14;98;469;420;2
7;70;385;602;3
7;98;266;434;3
14;112;420;483;3
14;70;210;252;3
14;280;1666;1988;1
14;56;399;686;2
21;238;980;1267;2
7;91;203;476;3
14;161;1127;1540;2
14;98;399;1813;1
7;42;147;427;3
14;210;1015;1526;2
7;70;196;343;3
7;91;189;126;3
21;175;1302;2128;1
21;140;553;854;2
14;77;350;665;2
7;56;231;406;3
21;203;763;798;2
14;343;1701;6965;1
14;56;616;763;2
7;98;315;413;3
7;91;371;455;3
7;84;343;392;3
7;189;868;1190;3
35;77;315;763;1
7;63;273;364;3
7;161;651;1379;3
21;224;1302;1533;1
28;133;791;1106;2
28;175;756;1008;2
21;196;1078;1610;1
7;42;231;497;3
7;189;721;714;3
7;105;308;469;3
21;112;504;525;2
14;49;210;546;3
7;154;406;665;3
7;154;406;665;3
7;21;84;364;3
7;140;707;1197;3
14;140;798;2065;2
14;105;469;651;2
21;238;945;1218;2
14;315;1624;2135;1
7;266;1302;2632;1
14;56;182;161;2
7;238;1295;2058;1
28;140;756;1449;1
7;112;658;1309;3
14;63;189;329;3
7;91;469;630;3
21;231;1372;1883;1
7;56;371;476;3
21;189;1113;1477;1
0;28;49;119;3
7;84;301;196;3
14;196;903;959;2
14;217;868;987;2
14;147;791;1057;1
14;77;539;595;1
7;112;420;343;3
21;119;602;1288;2
28;203;1204;3423;1
21;182;1218;2366;1
14;217;1078;1673;2
21;161;672;1757;2
21;147;539;560;2
14;210;539;518;2
7;182;889;1246;3
21;245;1008;952;2
7;98;434;1309;3
21;70;273;532;2
7;168;777;847;3
21;84;280;651;2
7;14;21;7;3
14;315;2184;3332;1
14;119;455;798;2
7;63;329;623;3
7;35;105;336;3
14;91;385;399;2
14;231;1204;4879;1
14;140;637;1288;2
14;56;161;161;3
7;63;231;315;3
7;189;637;742;3
7;259;1204;2765;1
7;231;1302;1911;1
7;203;931;1274;3
14;210;1218;1561;2
0;98;322;1064;3
21;98;546;875;2
14;238;1687;2884;1
7;224;1344;1764;1
14;217;1211;1841;1
14;217;1435;1995;1
21;224;1442;1953;1
21;252;1785;2814;1
21;210;1442;2226;1
14;63;350;840;2
14;259;1267;1288;2
14;112;343;427;2
14;42;210;371;3
14;112;434;322;3
7;63;224;357;3
21;140;609;1974;2
21;161;651;882;2
7;266;2002;7168;1
21;105;427;406;3
7;42;168;308;3
35;238;1498;2212;1
21;287;1911;2898;1
7;175;525;441;3
14;112;483;2093;1
21;98;413;1708;2
14;63;301;609;2
7;49;189;357;3
7;154;679;1967;3
21;119;427;770;2
28;308;1792;2303;1
14;182;882;1288;2
7;7;49;168;3
7;231;1484;1946;1
14;63;623;1092;1
14;196;1246;1827;1
21;196;1302;1869;1
14;189;826;1036;2
7;105;560;1939;3
14;105;399;1554;2
14;133;546;560;2
14;231;840;1750;2
14;175;574;1134;2
14;133;707;1057;2
14;91;427;511;3
7;70;329;406;3
14;35;147;581;3
7;175;889;1463;3
21;91;294;490;2
7;203;882;994;3
14;112;336;441;2
21;119;651;1085;2
14;210;791;1099;2
7;70;266;413;3
28;259;1281;1351;2
14;140;756;924;2
7;175;735;805;3
14;189;805;1134;2
7;154;728;749;3
7;28;140;119;3
14;70;168;301;3
14;28;91;84;3
21;70;392;721;2
21;14;63;224;3
14;154;966;2156;1
14;175;1176;1708;2
14;126;469;903;2
14;56;224;336;2
21;140;882;1057;2
28;105;504;686;2
14;420;2667;4403;1
21;98;266;329;3
21;182;847;959;2
7;273;1162;1288;3
7;203;952;1148;3
7;126;434;588;3
7;147;917;1617;1
21;182;777;1148;2
21;231;875;1288;2
14;63;182;147;2
14;126;546;693;2
7;49;175;399;3
14;238;1302;1932;1
14;77;357;560;2
14;105;427;1953;2
21;63;203;420;2
28;189;1225;1603;1
14;84;420;854;2
28;182;1260;3276;1
14;161;525;581;2
7;364;1848;2646;1
14;259;1141;2429;1
21;203;658;2380;1
21;168;847;1155;2
7;49;189;266;3
7;49;147;273;3
7;35;77;175;3
7;77;224;273;3
21;63;385;644;2
14;119;406;455;2
14;126;427;497;3
0;189;994;1036;3
0;126;441;364;3
28;287;1239;1596;1
21;105;553;1708;2
7;21;70;210;3
14;224;1309;1680;1
21;126;1057;1617;1
7;224;1120;1729;1
7;77;252;420;3
21;287;1498;1869;1
14;287;1421;3829;1
14;196;861;1211;2
14;175;854;1897;1
7;56;532;1001;2
21;217;903;959;2
7;168;504;1057;3
14;7;70;105;3
0;49;126;210;3
14;112;378;1162;2
7;217;1015;1526;2
14;77;343;490;2
21;182;875;1379;2
7;175;714;2065;3
7;42;133;280;3
14;119;364;469;2
14;42;161;392;2
21;196;917;1008;2
21;147;1022;2870;1
35;336;2037;2758;1
7;21;42;21;3
14;105;420;350;2
14;217;798;1106;2
0;0;0;0;3
0;91;308;490;3
14;168;1211;1834;2
7;63;329;462;3
14;182;679;1372;2
7;105;336;1078;3
7;84;294;595;3
14;91;490;616;2
7;98;686;3045;2
14;21;84;287;3
7;98;427;728;3
14;147;826;1183;2
7;140;672;1113;2
7;49;154;196;3
14;133;840;2401;2
21;147;630;896;2
14;28;182;210;2
7;154;413;287;3
14;56;161;455;3
14;119;476;1071;2
7;56;189;420;3
7;56;147;413;3
14;224;1463;2282;1
21;231;1218;1085;2
7;189;1288;1652;1
14;84;231;301;2
7;133;770;2632;1
7;112;511;490;3
7;140;329;294;3
14;126;665;1071;2
7;112;385;469;3
7;7;21;14;3
21;189;1008;1183;2
7;28;56;70;3
0;28;70;98;3
14;63;252;476;2
21;161;1043;1421;1
14;77;224;357;3
14;203;1169;1372;2
7;203;952;1057;3
14;203;1134;1505;1
7;98;252;203;3
14;189;784;1841;2
21;196;1372;2268;1
14;168;868;980;2
21;182;1113;2905;1
28;280;1848;2940;1
7;126;301;868;3
14;168;1176;1953;1
21;35;70;77;3
21;357;2849;5362;1
14;182;945;1162;2
14;147;826;1351;2
21;147;868;1729;1
14;84;315;392;3
21;161;665;819;2
14;7;49;168;3
7;42;154;273;3
21;245;1449;1715;1
7;147;728;770;3
21;168;847;1015;2
21;168;847;1015;3
21;196;980;1561;2
21;280;1519;1638;1
14;140;616;1141;2
28;189;1190;3815;1
7;56;497;987;3
7;154;826;1204;2
7;49;189;301;3
21;217;1204;1540;1
14;147;651;742;2
21;112;700;1190;2
14;182;812;1421;2
7;70;133;91;3
14;154;609;749;2
14;196;784;910;2
21;21;105;350;3
14;35;168;329;2
14;434;2947;4060;1
21;182;938;770;2
0;119;504;1022;3
21;154;700;630;2
14;140;448;434;2
7;49;357;448;3
14;112;350;1365;2
7;77;224;483;3
7;161;637;1715;3
7;28;252;469;3
7;287;2303;4046;1
7;301;1995;3626;1
7;301;1953;2646;1
21;154;931;2016;2
7;28;161;161;3
14;168;546;735;2
7;98;273;343;3
7;84;259;378;3
21;294;1862;2835;1
14;140;553;546;2
14;49;189;350;3
7;112;637;1414;1
14;77;252;476;2
21;280;1715;2968;1
28;294;2058;3227;1
21;91;413;630;2
7;91;343;322;3
14;231;1267;1701;1
14;84;567;875;2
7;168;1519;2429;1
21;196;1309;1946;1
14;112;588;665;2
14;49;266;357;2
14;224;1365;1757;1
7;119;574;952;2
14;259;1386;1876;1
21;168;637;630;2
14;35;196;196;2
7;175;693;770;3
7;21;84;154;3
7;77;427;924;3
7;217;1323;1799;1
14;189;1400;2009;1
7;189;1190;1505;1
28;147;1134;2072;1
14;140;805;2352;2
7;28;182;427;3
21;224;1197;1148;2
7;84;371;434;3
14;98;329;532;2
14;112;455;2051;2
14;175;679;770;2
7;28;105;154;3
21;175;672;602;2
21;196;1015;1421;1
0;42;98;196;3
7;63;308;364;3
7;231;749;791;3
21;245;889;672;2
14;252;1113;1085;2
7;266;973;1064;3
14;224;994;1120;2
21;56;273;784;2
7;105;714;1960;1
14;259;1498;5523;1
7;147;1232;4732;1
14;210;931;1211;2
7;91;287;777;3
21;119;455;441;2
7;7;49;168;3
0;63;203;448;3
14;210;917;1274;2
14;133;875;2317;2
14;91;273;392;3
7;161;686;980;2
14;119;546;665;2
14;140;672;875;2
7;77;280;336;3
14;70;231;182;3
7;91;238;147;3
7;140;609;728;3
7;203;1141;1547;1
14;112;392;413;3
21;301;1540;4634;1
14;84;742;1043;1
21;147;672;826;2
7;105;301;315;3
7;105;350;1323;3
7;63;273;1225;3
21;238;1197;1883;1
21;182;812;1568;1
14;98;350;728;2
14;70;378;602;2
14;112;448;581;3
21;210;1176;1365;2
7;84;315;427;3
7;84;294;399;3
14;112;462;770;2
14;161;938;1141;1
14;77;364;560;2
7;28;98;126;3
7;308;1855;2401;1
21;336;2492;3395;1
21;119;637;1050;2
14;56;154;455;2
7;77;280;560;3
14;301;2254;3570;1
14;105;329;1386;2
14;140;441;798;2
7;42;266;322;3
21;259;1722;2261;1
7;35;140;462;3
7;35;154;224;3
21;84;392;714;2
14;315;1659;2422;1
14;189;721;784;2
21;308;1652;2310;1
7;70;224;392;3
14;63;294;539;2
14;70;238;357;2
21;217;1176;1435;1
7;105;378;1330;3
21;154;833;1134;2
7;56;294;476;3
7;35;133;420;3
21;196;1176;2289;1
21;189;1001;1379;2
14;126;371;679;2
21;49;294;399;2
7;84;259;1274;3
7;21;77;175;3
7;49;210;574;3
7;56;476;1071;3
14;175;791;1421;1
14;70;196;476;3
7;133;553;756;3
7;147;735;917;3
7;49;105;224;3
14;70;378;742;2
21;161;504;581;2
28;224;1225;1792;1
14;56;231;245;2
21;147;749;1365;2
14;231;1197;1316;2
14;98;413;413;3
7;49;308;539;3
7;56;259;259;3
7;77;336;434;3
7;70;329;595;3
21;77;406;770;2
14;70;364;567;2
7;35;168;266;3
21;147;651;637;2
7;182;798;924;3
14;154;714;945;2
7;70;350;483;3
7;14;49;84;3
7;42;217;518;3
14;126;735;1848;2
21;196;1484;3248;1
7;42;154;238;3
7;91;805;2282;2
7;0;0;0;3
14;420;3213;7574;1
0;119;371;357;3
14;189;588;644;2
7;70;210;427;3
14;301;1736;1610;1
14;35;161;371;2
7;42;133;133;3
21;63;308;693;2
7;252;1533;2786;1
7;35;105;119;3
21;217;924;931;2
21;280;1155;1134;2
7;105;490;546;3
7;49;217;434;3
35;140;609;2751;1
7;49;203;259;3
21;112;350;553;2
7;35;140;693;3
21;98;616;784;1
14;147;567;868;2
7;273;1183;2646;1
21;77;315;378;3
14;84;392;644;2
14;224;1162;3423;1
7;77;462;1218;3
7;105;406;1372;3
14;259;1659;2345;1
14;266;1624;2352;1
21;196;714;826;2
14;77;224;287;3
7;21;56;140;3
14;175;1155;2261;1
14;266;1295;1673;1
7;105;490;651;3
14;35;168;196;2
7;70;308;658;3
7;21;112;280;3
21;280;1603;2184;1
7;112;350;868;3
7;49;294;1008;3
7;217;1078;1813;3
14;126;322;413;3
14;182;924;1778;2
14;98;287;1057;1
7;224;994;1561;1
7;105;322;462;3
14;105;504;721;2
14;42;133;210;2
7;70;329;854;3
21;119;567;630;2
7;126;441;567;3
0;91;301;427;3
7;63;336;392;3
21;245;1330;1932;1
14;77;252;252;2
14;28;119;364;3
14;42;182;322;3
14;168;889;910;2
7;196;966;1512;3
7;301;1771;2429;1
14;161;546;714;2
7;119;385;329;3
7;147;749;889;3
7;63;203;161;3
21;112;630;1260;1
21;119;455;1029;2
14;119;392;847;2
21;63;224;448;2
14;126;567;525;2
14;84;455;714;2
7;56;189;798;3
7;42;203;252;3
7;35;133;308;3
14;91;287;476;2
14;84;441;721;2
14;0;0;0;3
7;91;336;553;3
7;98;238;350;3
7;140;889;1092;3
7;21;91;217;3
14;126;392;1645;2
7;35;84;175;3
14;168;1029;1708;2
14;119;707;1078;2
21;329;2268;4109;1
7;126;574;644;3
14;224;952;2121;2
14;224;1155;1967;1
7;28;105;315;3
35;343;2170;5180;1
7;175;791;1428;3
7;154;672;987;3
7;35;112;294;3
14;210;1001;1498;1
14;168;658;1232;2
7;119;392;686;3
7;77;385;497;3
21;154;630;707;2
21;84;322;392;2
14;161;952;1239;2
7;14;49;154;3
21;105;378;623;2
7;42;182;126;3
7;112;420;1155;3
21;224;952;1001;2
7;49;406;427;3
14;63;273;476;2
14;91;371;532;2
14;175;812;889;2
21;336;1827;5460;1
21;182;1043;1610;1
21;231;1190;1372;2
7;42;140;462;3
7;196;812;1645;3
7;42;434;644;3
14;56;133;196;3
14;196;1148;1778;1
14;182;966;1057;2
14;210;917;1064;2
7;14;35;231;3
28;70;224;399;2
14;154;924;2814;1
7;49;224;567;3
7;56;154;329;3
7;28;140;378;3
0;56;168;329;3
14;112;343;357;3
21;294;1596;2653;1
7;35;161;203;3
7;28;70;168;3
14;112;434;525;2
7;147;539;728;3
14;175;644;833;2
14;70;259;448;3
7;42;126;91;3
7;49;168;308;3
14;168;763;791;2
21;140;434;532;2
21;168;581;889;2
14;189;896;1225;2
14;161;392;301;3
21;84;427;700;2
7;70;294;224;3
14;63;259;889;2
14;203;1435;1876;1
21;196;1253;1582;1
7;182;1141;1302;3
21;196;1337;1813;1
21;196;1435;1981;1
7;154;826;861;3
14;105;567;959;2
14;147;1057;1414;1
7;182;1064;1295;3
21;203;1435;1897;1
21;308;1946;11473;1
21;119;595;1162;1
7;49;308;392;3
21;119;532;665;2
21;231;1323;2282;1
21;245;1505;2191;1
21;308;2079;2891;1
28;126;567;1015;2
14;84;350;553;2
7;70;175;189;3
7;196;1134;1673;1
14;49;140;252;3
28;133;679;854;2
14;35;168;427;2
14;217;1176;1981;1
14;238;1484;2380;1
7;203;819;1141;3
14;140;665;938;2
7;154;637;742;3
7;161;658;735;3
14;35;133;217;2
21;126;539;854;2
7;28;161;462;3
14;49;203;168;2
7;21;112;154;3
14;182;910;861;2
7;70;182;203;3
14;217;847;756;2
7;182;742;770;3
7;252;1106;1099;3
28;259;1372;1687;1
7;7;35;126;3
14;56;175;133;2
14;49;224;987;2
14;140;791;1386;2
7;63;385;784;2
14;168;532;1414;2
14;126;511;2261;2
7;168;574;693;3
14;175;728;2611;2
14;231;1288;1750;1
14;273;1456;2569;1
21;42;154;385;3
14;357;2086;3003;1
21;140;1050;1400;2
14;63;224;322;2
21;182;980;1225;2
7;21;42;77;3
14;105;560;546;2
14;7;56;147;3
7;126;469;504;3
7;42;154;392;3
21;161;497;392;3
14;91;210;280;3
21;175;889;1491;1
21;161;665;1057;2
14;231;819;756;2
21;105;581;1106;2
14;189;1127;2401;2
14;189;1141;1575;1
21;287;1757;2373;1
14;161;665;1001;2
14;56;238;329;2
7;70;357;490;3
21;182;1071;2324;1
7;35;133;511;3
21;49;168;259;2
7;119;609;980;3
7;91;441;560;3
7;63;308;448;3
28;315;1708;1995;1
7;42;133;364;3
21;168;742;1225;2
7;49;161;182;3
7;28;56;105;3
14;287;1589;4340;1
21;126;644;1162;2
7;77;245;329;3
14;49;203;336;2
14;63;322;637;2
7;63;168;105;3
21;105;539;826;2
14;42;105;133;3
21;224;1064;1043;2
21;133;630;784;2
14;56;168;490;2
14;210;1610;3374;1
14;105;392;441;2
14;49;161;294;3
21;105;490;763;2
14;182;994;1505;2
14;126;427;329;3
7;63;196;434;3
7;42;147;210;3
7;28;119;357;3
42;203;784;1400;1
7;98;609;1715;3
14;175;707;1421;2
77;77;686;1309;1
21;245;1554;5845;1
7;42;161;133;3
7;63;175;266;3
7;70;238;399;3
14;112;371;777;2
7;28;161;329;3
14;77;294;1127;2
0;0;0;0;3
0;0;0;0;3
7;7;14;14;3
7;28;112;315;3
0;0;0;0;3
14;105;469;448;2
7;105;322;448;3
14;35;77;63;3
21;133;623;651;2
21;133;567;700;2
21;175;735;840;2
7;21;42;42;3
14;56;224;147;3
7;84;203;119;3
21;105;399;329;3
14;322;2240;3745;1
7;259;1400;2247;1
7;301;1414;2135;2
21;336;1911;3087;1
14;273;1708;3591;1
14;259;1463;1911;2
14;28;224;350;2
7;42;217;245;3
7;63;308;1064;1
14;49;189;364;3
7;119;525;742;3
14;119;679;749;2
14;245;1610;2485;1
7;301;1568;4347;1
14;126;469;553;2
14;84;287;399;2
7;35;84;133;3
21;203;1022;1610;1
14;182;1260;1680;1
21;238;1141;1855;1
7;119;406;441;3
14;119;574;693;2
21;357;2282;3465;1
7;56;287;392;3
7;49;252;532;3
7;77;273;371;3
14;84;434;574;2
7;84;280;532;3
14;133;357;434;2
14;77;301;497;2
14;77;238;371;2
14;322;1806;3626;1
21;266;1316;1855;1
7;35;210;287;3
7;63;182;441;3
7;14;77;546;3
7;133;462;469;3
7;28;119;133;3
14;84;308;427;3
7;35;168;203;3
14;14;56;161;3
7;77;364;469;3
7;49;154;147;3
7;84;287;651;3
7;49;154;259;3
28;182;980;1505;1
21;175;1029;1505;1
21;21;84;63;3
14;98;784;931;1
14;56;315;392;2
21;147;616;924;2
14;238;1085;1435;1
14;126;539;567;2
14;189;966;938;2
0;49;182;553;3
21;294;1946;2821;1
14;245;1379;2373;1
14;77;238;511;2
21;231;1148;2828;2
14;112;735;840;1
7;21;84;147;3
14;77;399;861;2
14;70;609;1190;1
21;63;273;406;2
7;133;686;1064;2
7;84;518;980;2
14;182;868;2457;2
14;154;644;693;2
21;91;434;749;2
7;35;189;392;3
14;35;140;343;2
14;273;1575;2142;1
14;147;406;749;2
21;91;287;462;2
28;231;1477;2310;1
14;280;1953;3276;1
14;147;952;1687;1
21;294;1764;6580;1
14;266;1421;1862;1
7;35;147;336;3
21;168;938;1491;1
21;217;1169;1687;1
7;112;392;679;3
7;56;196;266;3
21;252;1218;2331;1
7;35;133;308;3
7;28;112;168;3
7;168;693;749;3
14;105;686;1043;1
14;126;392;427;2
14;112;357;553;2
7;294;1638;1988;1
14;49;175;280;3
7;49;252;399;3
14;112;518;896;2
7;63;154;315;3
21;161;700;1036;2
14;126;518;658;2
7;42;189;182;3
7;77;378;364;3
7;252;805;826;3
14;63;266;581;2
7;105;420;399;3
7;49;140;238;3
14;329;2058;2716;1
14;84;504;1253;2
7;105;287;497;3
14;133;791;1463;1
7;56;231;385;3
7;21;175;196;3
14;56;189;427;3
14;224;1064;1764;2
7;112;343;539;3
21;189;1064;2275;1
14;140;805;1624;2
7;56;161;448;3
14;105;231;553;3
21;77;217;553;2
14;182;938;1526;2
14;175;665;1246;2
7;42;294;511;3
7;273;1407;2135;1
7;91;378;602;3
7;35;77;105;3
14;147;385;231;3
7;21;105;203;3
21;182;812;826;2
14;49;266;315;2
7;21;42;56;3
14;203;966;2114;1
21;154;602;560;2
21;98;525;1876;2
7;14;84;189;3
14;357;1911;2863;1
21;238;1568;1897;1
14;98;427;567;2
14;56;364;903;2
7;91;462;728;3
7;63;280;637;3
14;329;2128;3416;1
14;49;210;434;3
7;63;266;343;3
7;70;217;329;3
28;287;1778;3045;1
14;105;315;462;2
7;84;329;1253;3
7;119;371;413;3
21;133;609;686;2
14;56;203;168;2
21;112;679;1575;2
7;56;273;630;3
7;21;112;378;3
7;35;189;182;3
7;56;427;651;3
21;42;133;357;2
7;49;322;504;3
7;63;266;714;2
21;273;1533;6062;1
21;49;224;259;2
14;70;273;245;2
14;105;322;630;2
21;203;1113;1631;1
7;70;175;259;3
7;77;315;427;3
7;63;252;392;3
14;56;203;406;2
7;56;182;350;3
21;280;2002;2870;1
21;161;1099;1869;1
14;147;812;1827;2
21;84;483;735;2
14;28;112;112;2
7;140;679;1176;3
7;63;448;924;2
7;49;252;252;3
21;161;1057;2338;1
14;182;1085;2506;1
21;105;406;749;2
21;196;1036;2177;2
14;210;1169;2436;1
14;189;952;1946;2
21;126;756;2023;2
7;7;14;35;3
14;56;224;329;2
